video_id,query_id,query_type,query_text,time_range,segment_ids,grounding_visual,grounding_audio,selected_captions
emostim_05_TheSilenceOfTheLambs_b_clip_1,emostim_05_TheSilenceOfTheLambs_b_clip_1_q07,emotion_state,"When does the woman with brown hair and blue eyes look up with a concerned expression, displaying fear, while men also look up or to the side?","[115.0, 120.0]",s024,"woman with brown hair and blue eyes looks up with a concerned expression.; man in a white shirt and tie, wearing glasses, who also looks up with a serious expression.; another man in a dark suit and glasses, who looks to the side with a thoughtful expression.","A woman speaks with a concerned tone. A man speaks with a calm, thoughtful tone.","[s024] Visual: A woman with brown hair and blue eyes looks up with a concerned expression. The scene cuts to a man in a white shirt and tie, wearing glasses, who also looks up with a serious expression. The scene then cuts to another man in a dark suit and glasses, who looks to the side with a thoughtful expression. | Audio: A woman speaks with a concerned tone. A man speaks with a calm, thoughtful tone."
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q06,emotion_state,"When does the man appear sad, covering his face with his hands?","[55.0, 65.0]","s012,s013","man is shown in a dimly lit room; He appears distressed, covering his face with his hands; man is sitting and holding his head in his hands","A child's voice is heard speaking, followed by a loud, jarring electronic buzzer sound.; A child's voice is heard speaking, followed by a loud, sustained electronic tone.","[s012] Visual: A man with light-colored hair, wearing a black shirt, is shown in a dimly lit room. He appears distressed, covering his face with his hands. A young boy with blonde hair, wearing a gray shirt, is visible in the background, looking on with a sad expression. | Audio: A child's voice is heard speaking, followed by a loud, jarring electronic buzzer sound.
[s013] Visual: A man with thinning hair, wearing a dark shirt, is sitting and holding his head in his hands. A young child with blonde hair, wearing a grey sweatshirt, runs up to him and puts their arms around his shoulders in a hug. The man remains in the same position, with his head down. | Audio: A child's voice is heard speaking, followed by a loud, sustained electronic tone."
meld_02_dia224,meld_02_dia224_q08,evidence_cue,"When does the woman in the white shirt smile and gesture with her hand, showing excitement?","[35.0, 37.16]",s008,"The woman in a white shirt stands in a living room, holding a black suitcase and gesturing with her other hand.; She is smiling and looking towards the man sitting on the couch","The woman speaks in a cheerful and excited tone, suggesting a trip to Las Vegas.","[s008] Visual: The woman in a white shirt stands in a living room, holding a black suitcase and gesturing with her other hand. She is smiling and looking towards the man sitting on the couch, who is holding his head with one hand. The room has purple walls, a large window, and various pieces of furniture and decorations. | Audio: The woman speaks in a cheerful and excited tone, suggesting a trip to Las Vegas. The audio is clear and the speech is easily understandable."
meld_03_dia572,meld_03_dia572_q08,evidence_cue,When does the woman shout angrily with a high-pitched and strained voice?,"[50.0, 51.81]",s011,Her expression is one of distress or anger,"A female voice is shouting angrily, using harsh language","[s011] Visual: A woman with dark, wavy hair is lying in a hospital bed, wearing a light-colored gown with a pattern. She is propped up on pillows, looking off to the side with her hands resting on her stomach. Her expression is one of distress or anger. | Audio: A female voice is shouting angrily, using harsh language."
meld_04_dia362,meld_04_dia362_q06,evidence_cue,"When does the woman speak in a distressed and urgent tone, showing sadness?","[25.0, 30.0]",s006,woman visibly distressed,"woman is speaking in a distressed and urgent tone, her voice shaky and pleading","[s006] Visual: A woman in a white hospital gown lies in a hospital bed, visibly distressed. A man in a light-colored shirt leans over her, looking concerned, while a woman in a white lab coat stands beside the bed, holding the patient's hand. The scene is set in a hospital room with medical equipment visible in the background. | Audio: A woman is speaking in a distressed and urgent tone, her voice shaky and pleading. The audio quality is clear, capturing the emotional intensity of her speech."
meld_07_dia208,meld_07_dia208_q07,emotion_state,"When does the man in the red plaid shirt seem disappointed, looking down with a pensive expression?","[35.0, 40.0]",s008,looking down and then up with a pensive expression,speaks with a tone of disbelief,"[s008] Visual: The scene is set in a cozy, festively decorated room, likely a living room or a bar, with a Christmas tree adorned with lights and ornaments in the background. A woman with dark hair, wearing a purple and white striped sweater, sits in a large armchair, holding a pink mug and gesturing with her right hand as she speaks. To her left, a man in a red plaid shirt sits at a small table with two blue mugs, looking down and then up with a pensive expression. | Audio: A woman speaks with a tone of disbelief, followed by a man's voice expressing sympathy. The audio is clear and the conversation is easily understood."
moviechat_01_162,moviechat_01_162_q07,emotion_state,"When does the man appear to be in pain and sadness, sweating and holding his bandaged hand to his face?","[135.0, 165.0]","s028,s029,s030,s031,s032,s033","He has a white bandage on his right hand, which he is holding up to his nose.; His eyes are wide and he is looking forward with a tense expression.; His face glistening with sweat.; He is looking forward with a pained expression, his face glistening with sweat.; His right hand is wrapped in white bandages.; The man in the foreground, with short hair and a black shirt, is speaking with a distressed expression.; The man in the foreground, with dark hair and a mustache, sits in the driver's seat of a car, his face glistening with sweat.; He holds his right hand, which is wrapped in a white bandage, up to his mouth and nose.; His eyes are wide and fixed forward, conveying a sense of intense focus or distress.; A man with dark hair and a mustache is shown in a close-up, his face contorted in pain as he holds his hand to his mouth.; The man inside appears to be in pain or discomfort.; The man in the foreground, wearing a black shirt, has sweat on his face and is looking forward with a tense expression.","A male voice speaks in a strained, questioning tone.; The audio quality is slightly muffled.; A male voice speaks in Mandarin.; followed by a loud, distorted electronic sound.; A male voice speaks in Mandarin with a strained and emotional tone, suggesting a tense or dramatic situation.; A male voice speaks a short phrase in a strained, urgent tone.; A man is speaking in a strained, pained voice, his words difficult to understand due to the heavy breathing and emotional distress.; The audio quality is somewhat muffled, making the speech unclear.; followed by a loud, distorted sound effect.","[s028] Visual: A man with dark hair and a black shirt is sitting in the driver's seat of a car. He has a white bandage on his right hand, which he is holding up to his nose. His eyes are wide and he is looking forward with a tense expression. | Audio: A male voice speaks in a strained, questioning tone. The audio quality is slightly muffled.
[s029] Visual: A man with short black hair, wearing a black shirt, is sitting in the driver's seat of a car. He is looking forward with a pained expression, his face glistening with sweat. In the background, another man with dark hair is visible in the passenger seat, holding his hand to his face. | Audio: A male voice speaks in Mandarin, followed by a loud, distorted electronic sound.
[s030] Visual: Two men are inside a car. The man in the foreground, with short hair and a black shirt, is speaking with a distressed expression. The man in the background, with longer dark hair, has his hand over his mouth and appears to be in pain or discomfort. | Audio: A male voice speaks in Mandarin with a strained and emotional tone, suggesting a tense or dramatic situation.
[s031] Visual: A man with dark hair and a mustache sits in the driver's seat of a car, his face glistening with sweat. He holds his right hand, which is wrapped in a white bandage, up to his mouth and nose. His eyes are wide and fixed forward, conveying a sense of intense focus or distress. | Audio: A male voice speaks a short phrase in a strained, urgent tone. The background is filled with the low, continuous rumble of a vehicle engine.
[s032] Visual: A man with dark hair and a mustache is shown in a close-up, his face contorted in pain as he holds his hand to his mouth. He is sitting in the passenger seat of a car, with another man visible in the background, also appearing distressed. The scene is dimly lit, suggesting it is nighttime. | Audio: A man is speaking in a strained, pained voice, his words difficult to understand due to the heavy breathing and emotional distress. The audio quality is somewhat muffled, making the speech unclear.
[s033] Visual: Two men are sitting in the front seats of a car. The man in the foreground, wearing a black shirt, has sweat on his face and is looking forward with a tense expression. The man in the background is out of focus and appears to be looking down. | Audio: A male voice speaks in Mandarin, followed by a loud, distorted sound effect."
moviechat_02_154,moviechat_02_154_q34,evidence_cue,"What moment shows the man with glasses looking down and then forward with a calm, low voice speaking, contributing to a fearful atmosphere?","[165.0, 170.0]",s034,A man wearing glasses and a light-colored suit jacket is shown in a close-up.; He is looking down and then slowly raises his head to look forward.,"A male voice speaks in a calm, low tone.","[s034] Visual: A man wearing glasses and a light-colored suit jacket is shown in a close-up. He is looking down and then slowly raises his head to look forward. The background is dark and out of focus. | Audio: A male voice speaks in a calm, low tone. The speech is clear and deliberate."
moviechat_04_159,moviechat_04_159_q07,emotion_state,When does the man in the light-colored suit look surprised while holding a small object?,"[385.0, 390.0]",s078,"looking surprised; raises his hand, holding a small object","male voice speaks in a calm, conversational tone","[s078] Visual: A man in a light-colored suit stands in a dimly lit room, looking surprised. He is flanked by two other men, one in a dark suit and another in a patterned shirt. The man in the light suit raises his hand, holding a small object, as the man in the dark suit turns to look at him. | Audio: A male voice speaks in a calm, conversational tone. The audio is clear and the speech is easily understandable."
moviechat_05_30,moviechat_05_30_q08,emotion_state,When does the person falling from a height appear to be in fear?,"[125.0, 130.0]",s026,"a person is seen falling from a great height, tumbling through the air amidst a dark, chaotic environment","loud, distorted scream; deep, rumbling sound","[s026] Visual: A person is seen falling from a great height, tumbling through the air amidst a dark, chaotic environment. The scene then cuts to a low-angle shot of a group of people walking down a long, dimly lit stone corridor with high ceilings and wooden railings. The group is moving forward together, with one person in the center appearing to lead the others. | Audio: A loud, distorted scream is heard, followed by a deep, rumbling sound that suggests a large object falling or collapsing."
emostim_01_TheShining_clip_2,emostim_01_TheShining_clip_2_q011,explicit_event,"When does the man walk down the hallway holding a small axe with a slight smile, appearing menacingly angry?","[155.0, 165.0]","s032,s033","A man with long hair and a mustache, wearing a red jacket over a plaid shirt, walks down a narrow hallway with yellow patterned wallpaper.; He is smiling and holding a small object in his right hand.; A man with long hair, wearing a red jacket over a plaid shirt and jeans, walks down a narrow hallway with yellowish wallpaper.; He is holding a small axe in his right hand and looks around with a slight smile.","A loud, high-pitched, and sustained electronic tone, similar to a siren or alarm, is audible throughout the clip.; A low, continuous hum or drone is audible throughout the clip.","[s032] Visual: A man with long hair and a mustache, wearing a red jacket over a plaid shirt, walks down a narrow hallway with yellow patterned wallpaper. He is smiling and holding a small object in his right hand. The hallway has a door on the left and a mirror on the wall. | Audio: A loud, high-pitched, and sustained electronic tone, similar to a siren or alarm, is audible throughout the clip.
[s033] Visual: A man with long hair, wearing a red jacket over a plaid shirt and jeans, walks down a narrow hallway with yellowish wallpaper. He is holding a small axe in his right hand and looks around with a slight smile. The hallway has a door with glass panes on the left and another door on the right. | Audio: A low, continuous hum or drone is audible throughout the clip."
emostim_02_WhenHarryMetSally_clip_1,emostim_02_WhenHarryMetSally_clip_1_q11,explicit_event,"When does the woman shout in a high-pitched, strained voice and groan loudly, showing frustration?","[130.0, 140.0]","s027,s028","A woman ... sits at a diner table and throws her head back in a dramatic, exaggerated manner.; She then brings her hands to her head and shakes it vigorously.","A woman is heard shouting in a high-pitched, strained voice, followed by a loud, sustained electronic buzzer sound.; The woman is audibly shouting in a high-pitched, strained voice, followed by a loud, guttural groan.","[s027] Visual: The scene is set in a diner. A woman with short, graying hair and glasses sits at a table, looking forward with a neutral expression. Next to her, a man with dark, curly hair and glasses, wearing a green turtleneck and a black jacket, sits with his mouth slightly open. An older man with gray hair, wearing a white collared shirt, stands in the background, looking forward with a stern expression. | Audio: A woman is heard shouting in a high-pitched, strained voice, followed by a loud, sustained electronic buzzer sound.
[s028] Visual: A woman with blonde hair, wearing a dark sweater, sits at a diner table and throws her head back in a dramatic, exaggerated manner. She then brings her hands to her head and shakes it vigorously. A man in a plaid shirt sits across from her, watching her with a neutral expression. | Audio: The woman is audibly shouting in a high-pitched, strained voice, followed by a loud, guttural groan."
emostim_05_TheSilenceOfTheLambs_b_clip_1,emostim_05_TheSilenceOfTheLambs_b_clip_1_q09,explicit_event,"When does a man hold a dark object with tweezers and look up seriously, in a moment possibly related to fear?","[145.0, 150.0]",s030,"man... holds a small, dark, oval-shaped object with tweezers.; He brings the object closer to the camera, then looks up with a serious expression.","A man speaks in a questioning tone, followed by a low, sustained musical note.","[s030] Visual: A man in a white shirt and glasses holds a small, dark, oval-shaped object with tweezers. He brings the object closer to the camera, then looks up with a serious expression. The background is a plain green wall. | Audio: A man speaks in a questioning tone, followed by a low, sustained musical note."
emostim_06_TheChamp_clip_3,emostim_06_TheChamp_clip_3_q08,explicit_event,"When does the person tightly hug another person, showing sadness?","[65.0, 70.0]",s014,"A person is seen from behind, hugging another person in a dark shirt; The person is holding the other person tightly, with their arms wrapped around their shoulders and back","A child's voice is heard speaking in a distressed tone, followed by a loud, sustained electronic buzzer sound.","[s014] Visual: A person with short, light-colored hair is seen from behind, hugging another person in a dark shirt. The person in the light-colored hair is holding the other person tightly, with their arms wrapped around their shoulders and back. The scene takes place in a dimly lit room with a plain wall in the background. | Audio: A child's voice is heard speaking in a distressed tone, followed by a loud, sustained electronic buzzer sound."
meld_04_dia362,meld_04_dia362_q07,emotion_state,When does the man express surprise?,"[40.0, 45.0]",s009,"man leans over her, looking concerned",man's voice expressing surprise,"[s009] Visual: A woman with brown hair lies in a hospital bed, wearing a white gown and covered with a pink blanket. A man in a light-colored shirt and tie leans over her, looking concerned. A woman in a white lab coat stands nearby, observing the scene. | Audio: A woman's voice speaks in a calm, matter-of-fact tone, followed by a man's voice expressing surprise. The audio is clear and easily understandable."
moviechat_01_162,moviechat_01_162_q08,evidence_cue,"When does the man inside the car look distressed and sad, sweating while being held?","[165.0, 170.0]",s034,"A man in a dark jacket is inside a car, looking distressed and sweating.; He is being held by another man in a dark shirt who is leaning into the car from the outside.; The man inside appears to be in pain or discomfort as the other man holds him.","A loud, sustained horn sound is heard, followed by a male voice speaking in a strained tone.","[s034] Visual: A man in a dark jacket is inside a car, looking distressed and sweating. He is being held by another man in a dark shirt who is leaning into the car from the outside. The man inside appears to be in pain or discomfort as the other man holds him. | Audio: A loud, sustained horn sound is heard, followed by a male voice speaking in a strained tone."
moviechat_02_154,moviechat_02_154_q36,evidence_cue,"What moment shows the man holding a gold wristwatch in his hands in a dimly lit room, with a calm, low-pitched voice speaking, creating an undercurrent of fear?","[175.0, 180.0]",s036,"A man with short hair and glasses, wearing a dark green collared shirt, is seen in profile.; He is sitting at a desk in a dimly lit room, holding a gold-colored wristwatch in his hands.","A man speaks in a calm, low-pitched voice.","[s036] Visual: A man with short hair and glasses, wearing a dark green collared shirt, is seen in profile. He is sitting at a desk in a dimly lit room, holding a gold-colored wristwatch in his hands. He looks at the watch and then places it down on the desk. | Audio: A man speaks in a calm, low-pitched voice. The audio is clear and the speech is easily understandable."
moviechat_04_159,moviechat_04_159_q08,evidence_cue,When does the man in the light-colored suit raise his hand while looking surprised?,"[385.0, 390.0]",s078,"looking surprised; raises his hand, holding a small object","male voice speaks in a calm, conversational tone","[s078] Visual: A man in a light-colored suit stands in a dimly lit room, looking surprised. He is flanked by two other men, one in a dark suit and another in a patterned shirt. The man in the light suit raises his hand, holding a small object, as the man in the dark suit turns to look at him. | Audio: A male voice speaks in a calm, conversational tone. The audio is clear and the speech is easily understandable."
